5.6370, 53.899, 21.04
5.2428, 54.4046, 20.1634
4.9174, 54.4551, 19.6374
4.6247, 54.9102, 18.9361
4.3212, 55.4158, 18.4101
4.1364, 56.9327, 17.1827
3.7252, 58.4495, 16.6567
3.4393, 59.9663, 16.1307
3.1842, 60.7247, 15.78
2.9547, 61.4832, 15.4294
2.7969, 61.9888, 15.0787
2.5567, 62.4944, 14.7281
2.4677, 62.4944, 14.5527
2.1962, 63, 14.0267
1.1924, 63, 13.5884
